cle_interop;id_ban_commune;id_ban_toponyme;id_ban_adresse;voie_nom;lieudit_complement_nom;numero;suffixe;certification_commune;commune_insee;commune_nom;position;long;lat;x;y;cad_parcelles;source;date_der_maj
13087_xxxx_00000;b745cbaf-5d3a-4236-8baf-79763e462943;753455d1-b3af-47f4-822a-f20afd839a91;e423a8d7-93d2-46ff-ba5f-5de5478b624a;Chemin du Clos du Cengle;;0;;1;13087;Rousset;segment;5.615654;43.503929;911579.06;6270709.67;;commune;2024-06-04
13087_xxxx_00000;b745cbaf-5d3a-4236-8baf-79763e462943;085a0451-3cb0-4ea2-b5b8-729a3a6cd68f;2b147643-dced-4b70-b69f-ecfade54f025;Impasse Evariste Gallois;;0;;1;13087;Rousset;segment;5.609957;43.465995;911257.74;6266480.44;;commune;2024-06-04
13087_xxxx_00000;b745cbaf-5d3a-4236-8baf-79763e462943;f28d2e00-61bd-4738-975d-491726b47986;15a2d63f-8f5c-436a-9a13-41675ce366dd;Route du Regagnas;;0;;1;13087;Rousset;segment;5.627896;43.473756;912680.54;6267390.76;;commune;2024-06-04
13087_xxxx_00000;b745cbaf-5d3a-4236-8baf-79763e462943;3668e5fa-61cb-4c18-9417-ac3d9afaead5;3f413cff-012d-4306-ba08-79aca38b7379;Chemin de Cabriliverni;;0;;1;13087;Rousset;segment;5.64589;43.472379;914141.43;6267286.47;;commune;2024-06-04
13087_xxxx_00000;b745cbaf-5d3a-4236-8baf-79763e462943;c5e82daf-906b-4a8c-bed1-80a7e1ac94ed;f3a6eac8-8968-4d70-8b14-cc9c4e9749be;Chemin Crois en Dieu;;0;;1;13087;Rousset;segment;5.588373;43.469316;909499.25;6266791.85;;commune;2024-06-04
13087_xxxx_00000;b745cbaf-5d3a-4236-8baf-79763e462943;03609776-b5e5-4139-84e3-410b01ada486;ef466e3c-6945-46dc-a25a-9adac80d74a1;Impasse Théodore Maiman;;0;;1;13087;Rousset;segment;5.603909;43.469845;910754.32;6266891.99;;commune;2024-06-04
13087_xxxx_00000;b745cbaf-5d3a-4236-8baf-79763e462943;89b56799-4161-4a12-b4eb-e577a72fd3c4;812d5ad9-2e96-4315-8432-ea9d5791fa15;Chemin des Taillades;;0;;1;13087;Rousset;segment;5.649468;43.493861;914350.77;6269682.45;;commune;2024-06-04
13087_xxxx_00000;b745cbaf-5d3a-4236-8baf-79763e462943;5a64c77b-c308-45c3-ab75-4e6ba3b958c3;ee59d141-d03d-4519-9f3e-e1e85984f769;Boulevard de la Cairanne;;0;;1;13087;Rousset;segment;5.622485;43.479888;912220.2;6268057.41;;commune;2024-06-04
13087_xxxx_00000;b745cbaf-5d3a-4236-8baf-79763e462943;620f0a10-f882-4c99-ae8d-eb23884bf5a4;94a09878-93ae-4023-a853-113bff122612;Chemin du Bassin;;0;;1;13087;Rousset;segment;5.618753;43.474915;911936.58;6267494.93;;commune;2024-06-04
13087_xxxx_00000;b745cbaf-5d3a-4236-8baf-79763e462943;9f96cef7-52b8-4d73-a15e-d881b3e63bfc;a5274947-cc43-4f4c-a2cb-41eef147888b;Rue Fortuné NEGREL (1904-1962);;0;;1;13087;Rousset;segment;5.624388;43.479614;912375.1;6268032.1;;commune;2024-06-04
13087_xxxx_00000;b745cbaf-5d3a-4236-8baf-79763e462943;1c7843d4-856d-4356-ac53-5980a46e61e6;83bb39b2-ac27-413f-b81a-bffc245cc2b2;Avenue Robert Bienvenu;;0;;1;13087;Rousset;segment;5.624641;43.477993;912401.54;6267852.69;;commune;2024-06-04
13087_xxxx_00000;b745cbaf-5d3a-4236-8baf-79763e462943;850b0eac-8767-4389-9271-85959c021153;f724a920-5b8f-4b92-8af8-570f2280e025;Avenue Manéou;;0;;1;13087;Rousset;segment;5.622599;43.480295;912227.93;6268102.89;;commune;2024-06-04
13087_xxxx_00000;b745cbaf-5d3a-4236-8baf-79763e462943;d65134ec-20a1-495b-a68d-fda5d6ffe870;3cd871ef-2d74-442e-8db0-58736dd510fc;Chemin des Plans;;0;;1;13087;Rousset;segment;5.629627;43.469692;912835.6;6266943.99;;commune;2024-06-04
13087_xxxx_00000;b745cbaf-5d3a-4236-8baf-79763e462943;c5eb383f-63db-4831-aacf-bbe2cf9028fc;27a29dc7-7ae5-49be-aeb1-af01496ea5a1;Chemin des Estageons;;0;;1;13087;Rousset;segment;5.638009;43.489315;913440.99;6269146.42;;commune;2024-06-04
13087_xxxx_00000;b745cbaf-5d3a-4236-8baf-79763e462943;9b947d82-c65e-4273-87fc-3ea083c343a6;5c9a54aa-486b-46ba-81b7-01fd91d42fb8;Avenue Claude Rey;;0;;1;13087;Rousset;segment;5.606421;43.471448;910951.63;6267076.78;;commune;2024-06-04
13087_xxxx_00000;b745cbaf-5d3a-4236-8baf-79763e462943;d8dc146f-f130-4931-892e-4fe44de3fb89;b80c38da-8e8e-4b7b-9996-fe751c597702;Chemin du Teisson;;0;;1;13087;Rousset;segment;5.629171;43.487667;912732.22;6268939.51;;commune;2024-06-04
13087_xxxx_00000;b745cbaf-5d3a-4236-8baf-79763e462943;3fed3085-2649-4c2d-a354-73c244457873;393e07ab-6771-42c7-81b0-05973ffb79b0;Allée de la Bouaou;;0;;1;13087;Rousset;segment;5.620368;43.480036;912048.35;6268068.14;;commune;2023-06-26
13087_xxxx_00000;b745cbaf-5d3a-4236-8baf-79763e462943;c522a271-f78e-4d3a-b96c-9301ea52af1b;3dc75e77-93be-4eff-9bc5-87f4ba895efc;Chemin des Cades;;0;;1;13087;Rousset;segment;5.587001;43.480092;909348.95;6267985.33;;commune;2024-06-04
13087_xxxx_00000;b745cbaf-5d3a-4236-8baf-79763e462943;1733efe2-387e-4e94-b215-30956f59848f;8b14be64-145a-43e8-acbf-7cde479019c7;Le Jas;;0;;1;13087;Rousset;segment;5.617686;43.479965;911831.69;6268053.05;;commune;2024-06-04
13087_xxxx_00000;b745cbaf-5d3a-4236-8baf-79763e462943;69ae98bb-607d-4b97-b7a8-26a1c80523cd;3ff8a732-9684-4312-a7f1-0f8bc4a924b6;Chemin de Manéou;;0;;1;13087;Rousset;segment;5.617834;43.473383;911867.87;6267322.28;;commune;2024-06-04
13087_xxxx_00000;b745cbaf-5d3a-4236-8baf-79763e462943;b635b229-750c-494a-8232-0bbd292fed58;bb858058-6852-4776-94b0-0c1c43b22112;Chemin de la Pierre du Moulin;;0;;1;13087;Rousset;segment;5.628748;43.493913;912674.88;6269632.29;;commune;2024-06-04
13087_xxxx_00000;b745cbaf-5d3a-4236-8baf-79763e462943;ea5bd37b-640e-47f5-9539-8ee9e4c8dbe6;74c78b56-de10-4e17-b57c-28489584296e;Impasse Henri Matisse;;0;;1;13087;Rousset;segment;5.621043;43.486137;912080.44;6268747.75;;commune;2024-06-04
13087_xxxx_00000;b745cbaf-5d3a-4236-8baf-79763e462943;ab235bb0-5e40-4218-80df-d649e655f013;c190acd3-625b-43c4-81da-f7c1487b5c28;Impasse Maurice Béjart;;0;;1;13087;Rousset;segment;5.62534;43.483081;912439.32;6268419.82;;commune;2024-06-04
13087_xxxx_00000;b745cbaf-5d3a-4236-8baf-79763e462943;b4c1f7ee-045f-460f-9fa4-50b089c0ea32;57cf4f0e-8afa-4ff5-b8fa-20fdee214135;Impasse Pablo Picasso;;0;;1;13087;Rousset;segment;5.621255;43.486189;912097.43;6268754.1;;commune;2024-06-04
13087_xxxx_00000;b745cbaf-5d3a-4236-8baf-79763e462943;55e30a76-bcd0-4e2f-b483-e62e352f6c4d;a747d96d-e1a7-46ac-b581-45b36dc3d3ed;Impasse Montée du Ribas;;0;;1;13087;Rousset;segment;5.615439;43.484167;911634.42;6268513.87;;commune;2024-06-04
13087_xxxx_00000;b745cbaf-5d3a-4236-8baf-79763e462943;e1efea4c-eda7-438d-9327-82154b8a9af2;7090f4e7-a61f-46d7-9a91-d7494ce17d2c;Chemin de la Montaurone;;0;;1;13087;Rousset;segment;5.587046;43.478825;909357.26;6267844.69;;commune;2024-06-04
13087_xxxx_00000;b745cbaf-5d3a-4236-8baf-79763e462943;23683e3a-2a3d-4be6-8178-5c53a2aadccd;b4f436b6-a71d-43c0-949c-070ee4e41b03;Chemin de l'Arc;;0;;1;13087;Rousset;segment;5.629028;43.470596;912783.84;6267042.78;;commune;2024-06-04
13087_xxxx_00000;b745cbaf-5d3a-4236-8baf-79763e462943;dd7a3eee-0ff0-4bd9-a948-3a53a6dec808;9290038e-bcfd-4d19-ad18-f2243c3f755d;Impasse des Lumières;;0;;1;13087;Rousset;segment;5.612767;43.483104;911422.21;6268388.63;;commune;2024-06-04
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;014f36fc-2ab4-4e8d-98e0-cdb542abb137;c74379a3-af97-4ba1-9cd5-49ef72178ce1;Rue de l'Aigue Vive;;1;;1;13087;Rousset;parcelle;5.628227;43.486495;912660.22;6268806.8;13087000AE0189;commune;2021-07-22
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;3db82b10-6649-4817-a0b5-02eb09c848fa;779f150f-5a4b-4d45-a715-3ef75c961d02;Impasse Jean Claude Izzo;;1;;1;13087;Rousset;entrée;5.613085;43.48552;911439.08;6268657.79;13087000AH0020;commune;2021-07-12
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;3db82b10-6649-4817-a0b5-02eb09c848fa;779f150f-5a4b-4d45-a715-3ef75c961d02;Impasse Jean Claude Izzo;;1;;1;13087;Rousset;délivrance postale;5.612953;43.485702;911427.69;6268677.7;13087000AH0020;commune;2021-07-12
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;b0044a66-31fc-4f28-8eed-948750c037f4;97689700-e77c-471e-b723-c195df8cfed7;Chemin du Côteau;;1;;1;13087;Rousset;entrée;5.609868;43.484962;911180.91;6268587.21;13087000AH0337;commune;2021-07-21
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;fabcf829-29bd-4a73-ba06-4af1c6d893d2;9d057686-a143-447f-83bf-2d8928c4fb7a;Rue Michel Garnier Architecte;;1;;1;13087;Rousset;entrée;5.614994;43.470574;911648.47;6267002.61;;commune;2021-02-22
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;4e269827-3556-4847-9400-47a5f47a59f7;3ebf2b2a-7e27-46d4-8e98-0622363aefcd;Impasse Montée du Château;;1;;1;13087;Rousset;entrée;5.622404;43.481938;912206.05;6268284.91;13087000AB0141;commune;2021-09-16
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;a75da4d2-8268-4360-bc90-11201d80b464;0f08ba75-9f4d-449c-957b-6ccdd49e6d70;Rue d'Aix;;1;;1;13087;Rousset;entrée;5.621956;43.480957;912173.43;6268174.73;13087000AB0172;commune;2021-10-29
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;fd39b0dd-1fc0-4089-86f8-52a9af7f732b;cfcb8b5a-cc43-4ec2-a6e2-0048a8ebf2bf;Avenue de la Poste;;1;;1;13087;Rousset;entrée;5.622625;43.480324;912229.87;6268106.24;13087000AC0026;commune;2024-10-08
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;313dbb36-2e91-4149-b960-8e325e39ac24;463875d9-7257-4457-9b59-ae9eb5b9e656;Rue Alphonse Daudet;;1;;1;13087;Rousset;parcelle;5.622987;43.486249;912237.29;6268765.38;13087000AE0447;commune;2023-04-03
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;c6b076bf-13b6-4179-922a-e9a74dd6f593;b95498df-5a23-4a90-b0b3-b0ee77d21965;Rue Albert Long;;1;;1;13087;Rousset;parcelle;5.619216;43.478578;911960.55;6267903.09;13087000AV0625;commune;2021-07-26
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;f0186be5-78dc-4b3c-b73a-0d1295bd5e45;d0d6c993-238d-49ac-b19e-b5c21008c03e;Rue Jean Henri Fabre;;1;;1;13087;Rousset;bâtiment;5.623421;43.481006;912291.76;6268184.11;;commune;2021-02-24
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;e341e6b5-4d08-4aa6-8065-0f71e2cfdf75;2d93b636-c3a3-4978-9fb6-e2958cb180ad;Impasse Camille Claudel;;1;;1;13087;Rousset;entrée;5.620266;43.484272;912024.54;6268538.39;13087000AD0562;commune;2021-09-16
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;5b59b53b-2c1d-4aed-bc57-415dff63091b;35f5ee7f-7ccd-41cd-b128-867608c3d5d2;Montée du Château;;1;;1;13087;Rousset;entrée;5.622352;43.48196;912201.76;6268287.22;13087000AB0142;commune;2021-11-03
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;2ef9fc41-3025-4e55-a687-1d971ba26670;ac0c515a-597e-48ab-8123-833c6a22933b;Grand'Rue;;1;;1;13087;Rousset;entrée;5.622171;43.481151;912190.09;6268196.83;13087000AB0121;commune;2021-11-03
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;3ef23a0b-ec20-41fe-95e4-a52ecb98ed0d;dcf4641a-126b-4142-98a8-1ee40019ef87;Rue de l'Eglise;;1;;1;13087;Rousset;entrée;5.622116;43.480904;912186.56;6268169.31;;commune;2021-06-04
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;5abecb4f-6f60-48ba-9175-48be0588f250;d63be22a-0c4e-4399-abc1-1fec1946fa31;Rue de la Gardette;;1;;1;13087;Rousset;entrée;5.62159;43.480702;912144.77;6268145.39;13087000AB0198;commune;2021-09-16
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;5e94a93f-7a3d-4279-a57d-7733f9d2cc8e;a806fa9b-1528-41c8-b5dc-778e3ada389f;Rue de la Dîme;;1;;1;13087;Rousset;entrée;5.622056;43.481963;912177.79;6268286.78;13087000AB0146;commune;2021-11-03
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;7c6f8c14-c719-4e92-9649-21bc6724c1b9;43b6c15c-37b7-4ac1-b685-4e461b0557bc;Rue Marie Curie;;1;;1;13087;Rousset;entrée;5.6149;43.485214;911586.98;6268628.73;13087000AD0325;commune;2021-09-16
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;5507d56b-9548-4f2a-a855-2a5b2c76c372;357241fa-01e7-4d58-b1d6-bb3c30ea2979;Rue Vieille Forge;;1;;1;13087;Rousset;entrée;5.622077;43.48131;912181.9;6268214.22;13087000AB0159;commune;2021-11-03
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;b6ae1ae2-5aca-4578-8a4d-d989fc731291;10c4730a-1acc-4d79-9823-964f94a1384c;Allée des Ménestrels;;1;;1;13087;Rousset;entrée;5.62569;43.48647;912455.09;6268797.23;13087000AE0299;commune;2024-11-25
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;30780ad9-f416-4d39-9d56-f41fb1d80512;b1fcfa1d-2c2b-4b98-8d93-3a302b426bf8;Rue de Puyloubier;;1;;1;13087;Rousset;entrée;5.622604;43.48123;912224.8;6268206.78;13087000AB0111;commune;2021-11-03
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;d240d968-16f7-402e-b754-212de96981a1;e42d3ced-ab5c-4961-aa93-21a879aa5b21;Rue Hélène Boucher;;1;;1;13087;Rousset;entrée;5.618334;43.484625;911866.95;6268572.45;13087000AD0493;commune;2021-09-16
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;227440d8-84fb-4fb0-b2b3-ce03a0f517f8;6ca0c80b-3ffe-4fbb-9a81-ac7d9910d1c1;Impasse du Val Boisé;;1;;1;13087;Rousset;entrée;5.611038;43.484898;911275.75;6268583.26;13087000AH0427;commune;2021-11-03
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;20a96087-b7d9-45d8-882a-287e993afa9c;73fd6ba7-8bba-4b1d-a749-1abf97663779;Rue Georges Brassens;;1;;1;13087;Rousset;entrée;5.620311;43.48345;912031.15;6268447.21;13087000AD0288;commune;2021-10-28
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;73d73fd4-1eee-4c41-884c-c1d35587de35;d91d73cb-49eb-49e2-99e5-d9b240dd586d;Lotissement Négrel;;1;;1;13087;Rousset;entrée;5.622261;43.48437;912185.48;6268554.74;13087000AD0235;commune;2023-01-23
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;98c4ea42-8e42-46be-809b-28f87d7111e3;991479db-bdae-4473-a401-560df8eb0a49;Impasse les Vieilles Vignes;;1;;1;13087;Rousset;entrée;5.621436;43.487259;912108.15;6268873.45;13087000AE0323;commune;2021-11-03
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;d5fd3000-9964-44db-b376-305c1608d5fe;8157d711-7e27-42fa-8421-0f09a21afd00;Rue du Farageon;;1;;1;13087;Rousset;entrée;5.621237;43.480441;912117.17;6268115.47;13087000AB0346;commune;2021-09-06
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;605c0222-d784-486a-823d-3f0281bfcd3a;dcd57fa6-c044-489c-9fe4-765fda484304;Traverse Saint Joseph;;1;;1;13087;Rousset;entrée;5.623265;43.482601;912273.22;6268360.89;13087000AB0081;commune;2021-11-03
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;b28c7217-c473-4f3b-be5c-7dee5d574d66;8533e9c0-951d-4642-b070-c2a38ba44623;Rue du Cengle;;1;;1;13087;Rousset;entrée;5.621483;43.48674;912113.81;6268815.89;13087000AE0428;commune;2021-10-28
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;620844e0-1ff2-4267-8d55-102fb8ba2e7e;36d52d1b-ea59-4ea4-aa1b-2d541552d5ef;Rue du Barry;;1;;1;13087;Rousset;entrée;5.621458;43.481104;912132.64;6268189.73;13087000AB0041;commune;2023-06-15
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;47901786-ae20-4a83-b289-21f102fc0eb5;cef81f62-d715-4eee-9372-b68aeeefa9e6;Rue des Troubadours;;1;;1;13087;Rousset;entrée;5.625991;43.487226;912476.69;6268881.94;13087000AE0210;commune;2024-11-25
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;4d38033b-12af-4317-89cc-d8b676a15e40;646b2062-3af1-43fb-9955-70ece892426c;Impasse Vincent Scotto;;1;;1;13087;Rousset;entrée;5.621353;43.483861;912113.94;6268495.73;13087000AD0259;commune;2022-03-17
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;4d38033b-12af-4317-89cc-d8b676a15e40;646b2062-3af1-43fb-9955-70ece892426c;Impasse Vincent Scotto;;1;;1;13087;Rousset;délivrance postale;5.620991;43.483447;912086.22;6268448.8;13087000AD0259;commune;2022-03-17
13087_xxxx_00001;b745cbaf-5d3a-4236-8baf-79763e462943;0bbd5d2a-9e26-4f62-bd8c-c13856f96c4b;fc4876ab-1595-4145-a8f8-e67a8e7bdfff;Impasse Arthur Rimbaud;;1;;1;13087;Rousset;parcelle;5.622701;43.485049;912218.59;6268631.3;13087000AD0351;commune;2021-10-28
13087_xxxx_00001_bis;b745cbaf-5d3a-4236-8baf-79763e462943;5507d56b-9548-4f2a-a855-2a5b2c76c372;33914856-4487-4a2f-9daf-e7698f264e65;Rue Vieille Forge;;1;bis;1;13087;Rousset;entrée;5.622015;43.481165;912177.45;6268197.94;13087000AB0161;commune;2021-11-03
13087_xxxx_00001_bis;b745cbaf-5d3a-4236-8baf-79763e462943;5abecb4f-6f60-48ba-9175-48be0588f250;4f36a050-6b34-4a8d-8675-33fe2688018e;Rue de la Gardette;;1;bis;1;13087;Rousset;entrée;5.62162;43.480666;912147.34;6268141.53;13087000AB0195;commune;2021-09-16
13087_xxxx_00001_bis;b745cbaf-5d3a-4236-8baf-79763e462943;5e94a93f-7a3d-4279-a57d-7733f9d2cc8e;ebcf4d68-b8ee-4c5e-9c9e-904367e44249;Rue de la Dîme;;1;bis;1;13087;Rousset;entrée;5.622048;43.481994;912177.03;6268290.22;13087000AB0145;commune;2021-11-03
13087_xxxx_00001_bis;b745cbaf-5d3a-4236-8baf-79763e462943;30780ad9-f416-4d39-9d56-f41fb1d80512;df5a44db-0be8-493c-9b1e-7f341a797c03;Rue de Puyloubier;;1;bis;1;13087;Rousset;entrée;5.622609;43.481315;912224.9;6268216.28;;commune;2021-06-04
13087_xxxx_00001_quater;b745cbaf-5d3a-4236-8baf-79763e462943;5507d56b-9548-4f2a-a855-2a5b2c76c372;051a7232-2070-4cb2-bf9d-e7c15ed7f0ac;Rue Vieille Forge;;1;quater;1;13087;Rousset;entrée;5.622045;43.481256;912179.56;6268208.15;13087000AB0160;commune;2023-08-21
13087_xxxx_00001_ter;b745cbaf-5d3a-4236-8baf-79763e462943;5507d56b-9548-4f2a-a855-2a5b2c76c372;39fde1ee-e2e3-4945-b88c-6e97c9a98a9c;Rue Vieille Forge;;1;ter;1;13087;Rousset;entrée;5.622028;43.481219;912178.28;6268204.04;13087000AB0161;commune;2023-08-21
13087_xxxx_00002;b745cbaf-5d3a-4236-8baf-79763e462943;c6b076bf-13b6-4179-922a-e9a74dd6f593;f0e9c750-ae41-44b6-a2ec-8927e830e0a7;Rue Albert Long;;2;;1;13087;Rousset;parcelle;5.619402;43.478559;911975.67;6267901.48;13087000AV0626;commune;2021-07-26
13087_xxxx_00002;b745cbaf-5d3a-4236-8baf-79763e462943;313dbb36-2e91-4149-b960-8e325e39ac24;8b98d6b7-de6f-4491-99f3-15e541134a4b;Rue Alphonse Daudet;;2;;1;13087;Rousset;parcelle;5.623063;43.486251;912243.43;6268765.8;13087000AE0448|13087000AE0460;commune;2023-04-03
13087_xxxx_00002;b745cbaf-5d3a-4236-8baf-79763e462943;014f36fc-2ab4-4e8d-98e0-cdb542abb137;81ab4e96-b0d4-488d-8338-d920f7e613f6;Rue de l'Aigue Vive;;2;;1;13087;Rousset;parcelle;5.628106;43.48611;912651.86;6268763.71;13087000AE0190;commune;2021-07-22
13087_xxxx_00002;b745cbaf-5d3a-4236-8baf-79763e462943;4d38033b-12af-4317-89cc-d8b676a15e40;191b310d-564d-4f6d-9209-2e2b76a66796;Impasse Vincent Scotto;;2;;1;13087;Rousset;entrée;5.621375;43.483981;912115.3;6268509.14;13087000AD0259;commune;2022-03-17
13087_xxxx_00002;b745cbaf-5d3a-4236-8baf-79763e462943;4d38033b-12af-4317-89cc-d8b676a15e40;191b310d-564d-4f6d-9209-2e2b76a66796;Impasse Vincent Scotto;;2;;1;13087;Rousset;délivrance postale;5.62103;43.483464;912089.25;6268450.7;13087000AD0259;commune;2022-03-17
13087_xxxx_00002;b745cbaf-5d3a-4236-8baf-79763e462943;3db82b10-6649-4817-a0b5-02eb09c848fa;c0c9a25d-cf02-4c11-8eb3-9d6c320a7186;Impasse Jean Claude Izzo;;2;;1;13087;Rousset;entrée;5.613051;43.485606;911436.01;6268667.29;13087000AH0020;commune;2021-07-12
13087_xxxx_00002;b745cbaf-5d3a-4236-8baf-79763e462943;3db82b10-6649-4817-a0b5-02eb09c848fa;c0c9a25d-cf02-4c11-8eb3-9d6c320a7186;Impasse Jean Claude Izzo;;2;;1;13087;Rousset;délivrance postale;5.61297;43.485682;911429.13;6268675.56;13087000AH0020;commune;2021-07-12
13087_xxxx_00002;b745cbaf-5d3a-4236-8baf-79763e462943;a75da4d2-8268-4360-bc90-11201d80b464;d82b557b-9206-45a8-8acb-faa54fae9580;Rue d'Aix;;2;;1;13087;Rousset;entrée;5.62205;43.48103;912180.76;6268183.09;13087000AB0162;commune;2021-10-29
13087_xxxx_00002;b745cbaf-5d3a-4236-8baf-79763e462943;b0044a66-31fc-4f28-8eed-948750c037f4;f74f3884-c131-4f8c-a707-28acbd455652;Chemin du Côteau;;2;;1;13087;Rousset;entrée;5.609823;43.484986;911177.13;6268589.79;13087000AH0530;commune;2021-07-21
13087_xxxx_00002;b745cbaf-5d3a-4236-8baf-79763e462943;fd39b0dd-1fc0-4089-86f8-52a9af7f732b;54920f73-b81e-4944-ae21-61516dee2246;Avenue de la Poste;;2;;1;13087;Rousset;entrée;5.622994;43.480073;912260.65;6268079.33;13087000AC0158;commune;2024-10-08
13087_xxxx_00002;b745cbaf-5d3a-4236-8baf-79763e462943;3ef23a0b-ec20-41fe-95e4-a52ecb98ed0d;04f09ec3-3c79-45db-82aa-5271f17e99bb;Rue de l'Eglise;;2;;1;13087;Rousset;entrée;5.622032;43.480856;912179.97;6268163.66;;commune;2021-06-04
13087_xxxx_00002;b745cbaf-5d3a-4236-8baf-79763e462943;5abecb4f-6f60-48ba-9175-48be0588f250;e66465f0-751d-4ec9-9b7d-388fb2e920f5;Rue de la Gardette;;2;;1;13087;Rousset;entrée;5.621504;43.4807;912137.82;6268144.97;13087000AB0201;commune;2021-09-16
13087_xxxx_00002;b745cbaf-5d3a-4236-8baf-79763e462943;7c6f8c14-c719-4e92-9649-21bc6724c1b9;52615b95-2057-4d3a-8e23-9c3680c0e9e0;Rue Marie Curie;;2;;1;13087;Rousset;entrée;5.61497;43.485209;911592.68;6268628.28;13087000AD0326;commune;2021-09-16
13087_xxxx_00002;b745cbaf-5d3a-4236-8baf-79763e462943;5b59b53b-2c1d-4aed-bc57-415dff63091b;5de1ec40-6b2a-444c-bc0a-afbeb3a54851;Montée du Château;;2;;1;13087;Rousset;entrée;5.622571;43.481952;912219.47;6268286.94;13087000AB0099;commune;2021-11-03
13087_xxxx_00002;b745cbaf-5d3a-4236-8baf-79763e462943;620844e0-1ff2-4267-8d55-102fb8ba2e7e;d5be6e10-ce9e-478a-b5e4-136e1b25a0b1;Rue du Barry;;2;;1;13087;Rousset;entrée;5.621294;43.481165;912119.11;6268196.06;13087000AB0048;commune;2023-06-15
13087_xxxx_00002;b745cbaf-5d3a-4236-8baf-79763e462943;0bbd5d2a-9e26-4f62-bd8c-c13856f96c4b;2bfac452-97df-43bd-9c44-e43910dd5ae9;Impasse Arthur Rimbaud;;2;;1;13087;Rousset;parcelle;5.622343;43.48507;912189.56;6268632.67;13087000AD0352;commune;2021-10-28
13087_xxxx_00002;b745cbaf-5d3a-4236-8baf-79763e462943;28c1b1db-2cf5-4a6f-af63-62dc2b06c040;3c8eda27-7608-4387-86a6-700d9b6cf228;Rue Marie Mauron;;2;;1;13087;Rousset;bâtiment;5.623574;43.481439;912302.53;6268232.62;;commune;2021-02-24
13087_xxxx_00002;b745cbaf-5d3a-4236-8baf-79763e462943;47901786-ae20-4a83-b289-21f102fc0eb5;1dbde19a-8e3e-4cdf-bd49-aa83730e7a37;Rue des Troubadours;;2;;1;13087;Rousset;entrée;5.625914;43.487227;912470.4;6268881.92;13087000AE0210;commune;2024-11-25
13087_xxxx_00002;b745cbaf-5d3a-4236-8baf-79763e462943;f3b60b7c-354c-40aa-894f-2b2e88ff363b;2443408c-38ba-4593-adf7-e80ad3597100;Chemin Neuf;;2;;1;13087;Rousset;entrée;5.623579;43.482625;912298.59;6268364.34;13087000AD0052;commune;2021-10-18
13087_xxxx_00002;b745cbaf-5d3a-4236-8baf-79763e462943;f3b60b7c-354c-40aa-894f-2b2e88ff363b;2443408c-38ba-4593-adf7-e80ad3597100;Chemin Neuf;;2;;1;13087;Rousset;délivrance postale;5.623711;43.482718;912308.86;6268375.11;13087000AD0052;commune;2021-10-18
13087_xxxx_00002;b745cbaf-5d3a-4236-8baf-79763e462943;a09510b7-be11-431f-8986-74f29a81905d;5bdb4138-2e3b-4bf5-af4e-354a0f3f1681;Chemin de Saint Antonin;;2;;1;13087;Rousset;entrée;5.621604;43.483104;912137.02;6268412.25;13087000AD0175;commune;2022-10-18
